date,product_id,product_name,quantity_sold,amazon_price,meesho_price,discount_pct,stock_quantity,rating,num_reviews,page_views,conversion_rate,demand_intensity,cost,profit
15-06-2024,P0011,ElectroMax Smartphones Standard,5,1947.43,1881.42,0.0,355,5.0,450,374,1.07,4.0,7972.75,1764.39
14-10-2024,P0047,StoryWorld Children Pro,4,49.6,47.12,0.0,448,4.7,366,437,0.46,2.01,151.92,46.47
2024-09-06 00:00:00,P0029,HomeEssence Bedding Premium,3,561.71,535.04,0.0,410,5.0,344,225,1.33,2.99,1324.35,360.77
25-11-2024,P0013,UrbanWear Dresses Premium,2,217.28,190.13,0.0,361,4.6,286,107,1.87,2.0,324.3,110.27
15-07-2024,P0046,ModernReads Non-Fiction Pro,1,15.45,13.38,0.0,283,4.4,377,182,0.55,1.0,11.71,3.74
24-06-2024,P0018,StyleHub T-Shirts Pro,4,286.68,264.9,0.0,490,3.9,352,270,0.37,1.0,872.8,273.91
22-11-2024,P0005,TechPro Tablets Elite,2,1352.37,1193.14,6.44,345,3.6,126,262,1.53,4.01,2252.96,451.78
29-09-2024,P0008,ElectroMax Smartwatches Plus,2,1597.62,1539.31,17.64,470,4.1,43,118,0.85,1.0,2770.0,425.24
24-12-2024,P0036,HomeEssence Storage Standard,2,119.64,108.35,23.46,460,4.7,146,415,0.24,1.0,203.98,35.3
22-08-2024,P0046,ModernReads Non-Fiction Pro,2,15.55,14.46,0.0,283,4.4,377,92,5.43,5.0,23.42,7.68
2025-07-02 00:00:00,P0035,ModernSpace Decor Plus,3,692.92,677.06,0.0,492,4.7,461,110,0.91,1.0,1461.93,616.82
2024-06-06 00:00:00,P0032,HomeEssence Cookware Elite,3,474.31,453.05,0.0,444,3.9,389,145,2.07,3.0,967.89,455.05
19-01-2025,P0046,ModernReads Non-Fiction Pro,4,15.81,13.7,0.0,283,4.4,377,347,0.58,2.01,46.84,16.39
15-04-2024,P0030,HomeEssence Decor Pro,2,481.68,461.89,0.0,499,4.8,390,429,0.7,3.0,677.82,285.54
17-08-2024,P0043,ModernReads Comics Plus,2,34.47,31.7,0.0,365,4.3,10,152,0.66,1.0,46.86,22.08
2024-02-09 00:00:00,P0039,AcademiaBooks Comics Plus,1,94.37,89.09,0.0,347,3.6,315,427,0.47,2.01,75.75,18.62
2024-11-03 00:00:00,P0007,TechPro Headphones Plus,2,1426.34,1323.61,0.0,286,4.9,362,332,0.6,1.99,2475.62,377.07
2024-03-09 00:00:00,P0026,ModernSpace Appliances Premium,4,104.15,100.77,0.0,70,4.5,299,387,0.52,2.01,292.6,124.01
24-04-2024,P0021,StyleHub Dresses Standard,3,118.46,102.51,0.0,143,4.8,48,138,0.72,0.99,268.86,86.51
2025-01-02 00:00:00,P0009,DigiCorp Smartphones Standard,3,593.37,560.4,0.0,123,4.6,285,104,2.88,3.0,1393.86,386.25
21-01-2025,P0012,TechPro Laptops Elite,2,1697.41,1612.5,0.0,107,4.2,498,113,1.77,2.0,2758.68,636.13
2025-01-01 00:00:00,P0045,ClassicPress Non-Fiction Pro,4,35.55,33.4,13.81,469,4.5,125,118,1.69,1.99,119.48,22.72
13-11-2024,P0027,ComfortLiving Decor Plus,6,566.49,533.88,0.0,185,4.5,244,325,0.62,2.02,2809.98,588.96
2024-04-09 00:00:00,P0032,HomeEssence Cookware Elite,4,371.25,328.71,16.1,444,3.9,389,443,0.45,1.99,1290.52,194.46
28-04-2024,P0027,ComfortLiving Decor Plus,6,437.02,377.51,23.19,185,4.5,244,295,1.36,4.01,2809.98,-187.85
2024-04-04 00:00:00,P0033,ModernSpace Storage Plus,6,343.42,327.98,0.0,329,4.4,85,360,0.28,1.01,1722.24,338.31
2024-05-08 00:00:00,P0006,TechPro Headphones Standard,2,2285.31,1981.09,0.0,375,4.1,117,309,0.65,2.01,3435.74,1134.88
2024-12-09 00:00:00,P0006,TechPro Headphones Standard,1,2309.6,2112.97,0.0,375,4.1,117,313,0.64,2.0,1717.87,591.73
19-04-2024,P0025,ModernSpace Decor Premium,2,357.96,320.61,0.0,91,4.4,355,73,2.74,2.0,517.76,198.16
17-07-2024,P0025,ModernSpace Decor Premium,2,362.91,312.2,0.0,91,4.4,355,83,4.82,4.0,517.76,208.07
18-01-2025,P0004,TechPro Laptops Elite,1,949.56,879.55,0.0,463,4.3,482,475,0.63,2.99,790.86,158.7
2024-12-04 00:00:00,P0019,UrbanWear Shoes Premium,1,198.79,176.17,23.05,292,4.7,107,89,2.25,2.0,170.99,27.8
2024-07-04 00:00:00,P0033,ModernSpace Storage Plus,1,359.65,348.82,0.0,329,4.4,85,211,0.47,0.99,287.04,72.61
2024-03-04 00:00:00,P0001,TechPro Laptops Pro,4,1715.63,1644.49,0.0,396,3.6,226,396,0.25,0.99,5984.08,878.45
28-03-2024,P0047,StoryWorld Children Pro,3,48.25,45.22,0.0,448,4.7,366,345,0.58,2.0,113.94,30.81
2024-06-07 00:00:00,P0019,UrbanWear Shoes Premium,5,256.64,250.6,0.0,292,4.7,107,108,0.93,1.0,854.95,428.24
20-09-2024,P0036,HomeEssence Storage Standard,3,147.88,125.99,0.0,460,4.7,146,275,0.73,2.01,305.97,137.66
2024-09-05 00:00:00,P0041,ClassicPress Children Plus,5,66.17,58.94,0.0,236,4.5,179,187,0.53,0.99,231.95,98.9
2024-05-09 00:00:00,P0039,AcademiaBooks Comics Plus,3,99.09,86.95,0.0,347,3.6,315,209,0.96,2.01,227.25,70.03
22-12-2024,P0020,StyleHub T-Shirts Pro,4,274.52,240.92,0.0,394,3.6,216,387,0.26,1.01,818.08,279.98
30-08-2024,P0016,ChicLine Jeans Premium,3,244.95,225.95,0.0,436,4.6,214,301,0.33,0.99,503.25,231.61
28-12-2024,P0011,ElectroMax Smartphones Standard,4,2058.71,1911.66,0.0,355,5.0,450,164,1.22,2.0,6378.2,1856.65
21-05-2024,P0004,TechPro Laptops Elite,4,745.35,696.9,20.25,463,4.3,482,66,1.52,1.0,3163.44,-182.03
29-06-2024,P0039,AcademiaBooks Comics Plus,5,95.39,88.19,0.0,347,3.6,315,441,0.45,1.98,378.75,98.18
2024-04-06 00:00:00,P0047,StoryWorld Children Pro,2,50.35,45.33,0.0,448,4.7,366,258,0.39,1.01,75.96,24.74
2024-03-05 00:00:00,P0004,TechPro Laptops Elite,5,771.56,706.54,23.21,463,4.3,482,280,0.71,1.99,3954.3,-96.51
14-06-2024,P0020,StyleHub T-Shirts Pro,5,302.11,290.49,0.0,394,3.6,216,383,0.78,2.99,1022.6,487.93
19-10-2024,P0035,ModernSpace Decor Plus,2,657.48,602.51,0.0,492,4.7,461,169,1.78,3.01,974.62,340.34
26-09-2024,P0016,ChicLine Jeans Premium,4,248.2,236.43,0.0,436,4.6,214,126,0.79,1.0,671.0,321.81
2024-04-05 00:00:00,P0024,TrendSet Jackets Premium,1,87.15,77.02,0.0,426,4.0,35,490,0.41,2.01,63.34,23.81
2024-04-08 00:00:00,P0021,StyleHub Dresses Standard,4,120.24,104.73,0.0,143,4.8,48,174,0.57,0.99,358.48,122.46
2024-11-03 00:00:00,P0008,ElectroMax Smartwatches Plus,5,1898.4,1764.03,0.0,470,4.1,43,412,0.49,2.02,6925.0,2567.01
2024-07-06 00:00:00,P0031,KitchenPro Decor Plus,1,212.12,180.52,0.0,401,4.3,138,370,0.27,1.0,147.09,65.03
24-05-2024,P0028,HomeEssence Bedding Pro,2,26.65,23.82,0.0,87,3.9,487,82,1.22,1.0,39.04,14.26
17-07-2024,P0037,ClassicPress Non-Fiction Plus,1,46.6,42.11,0.0,468,4.0,417,223,0.45,1.0,36.78,9.82
14-10-2024,P0003,DigiCorp Tablets Standard,1,1858.23,1714.53,0.0,224,4.9,182,392,0.51,2.0,1628.39,229.84
2025-12-01 00:00:00,P0012,TechPro Laptops Elite,1,1812.96,1727.57,0.0,107,4.2,498,204,1.47,3.0,1379.34,433.62
2024-06-12 00:00:00,P0026,ModernSpace Appliances Premium,3,109.25,106.82,0.0,70,4.5,299,416,0.48,2.0,219.45,108.29
2024-07-08 00:00:00,P0023,TrendSet Jeans Standard,1,356.85,308.75,0.0,185,4.2,226,254,0.39,0.99,272.68,84.17
2024-06-11 00:00:00,P0039,AcademiaBooks Comics Plus,4,99.59,87.89,0.0,347,3.6,315,387,0.78,3.02,303.0,95.36
30-11-2024,P0007,TechPro Headphones Plus,5,1490.41,1375.57,0.0,286,4.9,362,298,0.34,1.01,6189.05,1263.02
2024-09-03 00:00:00,P0021,StyleHub Dresses Standard,3,108.3,102.96,11.56,143,4.8,48,64,3.12,2.0,268.86,56.04
26-07-2024,P0004,TechPro Laptops Elite,4,932.11,894.58,0.0,463,4.3,482,302,0.33,1.0,3163.44,565.02
31-05-2024,P0047,StoryWorld Children Pro,5,49.22,47.51,0.0,448,4.7,366,194,1.03,2.0,189.9,56.22
22-04-2024,P0001,TechPro Laptops Pro,5,1755.29,1536.63,0.0,396,3.6,226,449,0.22,0.99,7480.1,1296.34
26-03-2024,P0035,ModernSpace Decor Plus,1,664.44,576.76,0.0,492,4.7,461,116,0.86,1.0,487.31,177.13
14-04-2024,P0008,ElectroMax Smartwatches Plus,1,1854.17,1762.3,0.0,470,4.1,43,451,0.89,4.01,1385.0,469.17
2024-04-06 00:00:00,P0032,HomeEssence Cookware Elite,3,405.92,370.55,15.07,444,3.9,389,407,0.25,1.02,967.89,249.87
23-02-2025,P0038,ModernReads Non-Fiction Pro,3,15.2,13.89,0.0,445,4.3,357,262,0.38,1.0,34.98,10.62
18-06-2024,P0026,ModernSpace Appliances Premium,1,101.96,90.2,0.0,70,4.5,299,349,0.57,1.99,73.15,28.81
18-04-2024,P0037,ClassicPress Non-Fiction Plus,4,47.65,44.13,0.0,468,4.0,417,239,0.84,2.01,147.12,43.48
25-06-2024,P0031,KitchenPro Decor Plus,5,196.63,169.27,0.0,401,4.3,138,381,0.26,0.99,735.45,247.71
2024-10-04 00:00:00,P0015,StyleHub Jackets Premium,2,65.55,57.84,0.0,442,4.2,291,282,0.71,2.0,87.96,43.13
2024-10-04 00:00:00,P0040,AcademiaBooks Children Premium,5,67.63,62.63,15.67,109,3.8,32,493,0.41,2.02,305.0,33.17
2024-05-03 00:00:00,P0033,ModernSpace Storage Plus,4,363.5,335.6,0.0,329,4.4,85,229,0.44,1.01,1148.16,305.83
15-06-2024,P0008,ElectroMax Smartwatches Plus,5,1940.72,1794.11,0.0,470,4.1,43,473,0.21,0.99,6925.0,2778.59
14-08-2024,P0038,ModernReads Non-Fiction Pro,1,14.94,13.48,0.0,445,4.3,357,172,1.16,2.0,11.66,3.28
13-09-2024,P0014,StyleHub Jackets Elite,3,275.84,234.78,0.0,499,3.9,133,121,1.65,2.0,563.1,264.42
2024-11-11 00:00:00,P0009,DigiCorp Smartphones Standard,1,601.91,525.65,0.0,123,4.6,285,311,0.32,1.0,464.62,137.29
17-03-2024,P0028,HomeEssence Bedding Pro,3,27.75,24.83,0.0,87,3.9,487,239,0.84,2.01,58.56,24.69
20-11-2024,P0032,HomeEssence Cookware Elite,5,481.62,449.27,0.0,444,3.9,389,53,3.77,2.0,1613.15,794.96
2024-09-06 00:00:00,P0010,SmartGen Headphones Plus,1,2222.63,1910.88,0.0,310,3.6,66,187,0.53,0.99,1800.75,421.88
17-09-2024,P0018,StyleHub T-Shirts Pro,3,279.88,260.77,0.0,490,3.9,352,391,0.51,1.99,654.6,185.03
2024-11-03 00:00:00,P0025,ModernSpace Decor Premium,5,391.65,380.56,0.0,91,4.4,355,424,0.24,1.02,1294.4,663.86
16-02-2025,P0028,HomeEssence Bedding Pro,1,27.81,25.12,0.0,87,3.9,487,85,2.35,2.0,19.52,8.29
25-10-2024,P0018,StyleHub T-Shirts Pro,5,294.01,261.23,0.0,490,3.9,352,422,0.24,1.01,1091.0,379.04
2024-07-07 00:00:00,P0026,ModernSpace Appliances Premium,4,101.53,87.46,0.0,70,4.5,299,402,0.25,1.0,292.6,113.53
21-06-2024,P0002,TechPro Laptops Premium,1,286.61,278.19,0.0,151,4.3,122,389,0.26,1.01,232.71,53.9
27-05-2024,P0048,StoryWorld Comics Standard,2,18.32,17.11,0.0,118,4.3,296,427,0.23,0.98,27.04,9.6
31-12-2024,P0014,StyleHub Jackets Elite,3,263.99,232.06,0.0,499,3.9,133,245,1.22,2.99,563.1,228.87
2024-07-05 00:00:00,P0033,ModernSpace Storage Plus,4,362.08,316.23,0.0,329,4.4,85,480,0.21,1.01,1148.16,300.15
26-12-2024,P0006,TechPro Headphones Standard,1,2204.25,1889.86,0.0,375,4.1,117,280,0.36,1.01,1717.87,486.38
2024-01-08 00:00:00,P0047,StoryWorld Children Pro,5,49.16,45.2,0.0,448,4.7,366,349,0.57,1.99,189.9,55.9
2024-06-11 00:00:00,P0027,ComfortLiving Decor Plus,5,609.84,569.28,0.0,185,4.5,244,212,0.94,1.99,2341.65,707.56
13-10-2024,P0038,ModernReads Non-Fiction Pro,3,12.19,11.88,19.49,445,4.3,357,376,0.27,1.02,34.98,1.58
25-05-2024,P0004,TechPro Laptops Elite,4,917.11,813.54,7.25,463,4.3,482,290,0.34,0.99,3163.44,505.0
2025-05-01 00:00:00,P0003,DigiCorp Tablets Standard,2,1862.9,1724.17,0.0,224,4.9,182,304,1.32,4.01,3256.78,469.02
2024-10-08 00:00:00,P0002,TechPro Laptops Premium,1,225.5,207.83,19.72,151,4.3,122,319,0.31,0.99,232.71,-7.21
14-10-2024,P0025,ModernSpace Decor Premium,1,384.51,357.28,0.0,91,4.4,355,370,0.27,1.0,258.88,125.63
25-09-2024,P0004,TechPro Laptops Elite,5,954.53,890.37,0.0,463,4.3,482,59,1.69,1.0,3954.3,818.33
24-10-2024,P0007,TechPro Headphones Plus,3,1386.69,1345.77,0.0,286,4.9,362,494,0.4,1.98,3713.43,446.65
20-04-2024,P0026,ModernSpace Appliances Premium,3,110.67,100.57,0.0,70,4.5,299,154,1.95,3.0,219.45,112.57
21-02-2025,P0048,StoryWorld Comics Standard,1,16.85,14.4,10.63,118,4.3,296,196,1.02,2.0,13.52,3.33
29-10-2024,P0001,TechPro Laptops Pro,5,1743.6,1550.3,0.0,396,3.6,226,275,0.73,2.01,7480.1,1237.9
28-03-2024,P0013,UrbanWear Dresses Premium,6,221.55,214.51,0.0,361,4.6,286,326,0.61,1.99,972.9,356.42
2024-02-08 00:00:00,P0034,KitchenPro Storage Pro,1,38.54,37.26,20.2,233,4.5,191,137,0.73,1.0,35.29,3.25
2024-02-07 00:00:00,P0018,StyleHub T-Shirts Pro,3,289.31,260.35,0.0,490,3.9,352,52,3.85,2.0,654.6,213.33
23-12-2024,P0001,TechPro Laptops Pro,1,1810.52,1639.79,0.0,396,3.6,226,491,0.41,2.01,1496.02,314.5
2024-05-12 00:00:00,P0036,HomeEssence Storage Standard,1,142.8,123.65,0.0,460,4.7,146,452,0.22,0.99,101.99,40.81
2024-01-12 00:00:00,P0026,ModernSpace Appliances Premium,6,101.98,90.85,0.0,70,4.5,299,483,0.41,1.98,438.9,172.98
18-05-2024,P0041,ClassicPress Children Plus,5,68.84,60.36,0.0,236,4.5,179,296,0.68,2.01,231.95,112.26
19-09-2024,P0021,StyleHub Dresses Standard,6,116.16,111.07,0.0,143,4.8,48,79,3.8,3.0,537.72,159.26
21-10-2024,P0046,ModernReads Non-Fiction Pro,3,16.15,14.1,0.0,283,4.4,377,212,0.94,1.99,35.13,13.31
2024-08-06 00:00:00,P0047,StoryWorld Children Pro,5,47.22,45.87,0.0,448,4.7,366,375,0.53,1.99,189.9,46.2
19-08-2024,P0032,HomeEssence Cookware Elite,4,407.16,367.67,15.39,444,3.9,389,172,1.16,2.0,1290.52,338.12
22-12-2024,P0015,StyleHub Jackets Premium,2,56.58,54.68,10.41,442,4.2,291,350,1.43,5.0,87.96,25.2
30-07-2024,P0020,StyleHub T-Shirts Pro,3,272.23,233.8,8.02,394,3.6,216,280,1.07,3.0,613.56,203.12
2024-01-09 00:00:00,P0001,TechPro Laptops Pro,1,1756.94,1509.41,0.0,396,3.6,226,397,0.76,3.02,1496.02,260.92
2024-11-09 00:00:00,P0047,StoryWorld Children Pro,1,50.25,49.08,0.0,448,4.7,366,310,0.32,0.99,37.98,12.27
25-02-2025,P0009,DigiCorp Smartphones Standard,5,599.11,558.77,0.0,123,4.6,285,117,0.85,0.99,2323.1,672.45
2024-07-04 00:00:00,P0034,KitchenPro Storage Pro,3,46.22,42.84,0.0,233,4.5,191,194,1.55,3.01,105.87,32.8
14-03-2024,P0016,ChicLine Jeans Premium,6,245.54,238.89,0.0,436,4.6,214,209,0.96,2.01,1006.5,466.72
2024-05-05 00:00:00,P0017,TrendSet Dresses Pro,2,390.93,345.54,0.0,223,3.8,122,158,2.53,4.0,543.78,238.08
2024-11-08 00:00:00,P0043,ModernReads Comics Plus,2,33.78,30.67,0.0,365,4.3,10,106,2.83,3.0,46.86,20.7
14-10-2024,P0003,DigiCorp Tablets Standard,1,1820.0,1719.8,0.0,224,4.9,182,392,0.51,2.0,1628.39,191.61
23-12-2024,P0005,TechPro Tablets Elite,4,1542.55,1367.26,0.0,345,3.6,126,133,0.75,1.0,4505.92,1664.28
2024-08-06 00:00:00,P0014,StyleHub Jackets Elite,2,276.22,265.75,0.0,499,3.9,133,55,3.64,2.0,375.4,177.04
29-06-2024,P0014,StyleHub Jackets Elite,5,282.87,266.23,0.0,499,3.9,133,255,0.39,0.99,938.5,475.87
19-06-2024,P0011,ElectroMax Smartphones Standard,2,1911.22,1626.14,0.0,355,5.0,450,213,0.94,2.0,3189.1,633.33
29-09-2024,P0027,ComfortLiving Decor Plus,3,536.74,510.56,8.27,185,4.5,244,257,0.39,1.0,1404.99,205.24
2024-11-03 00:00:00,P0013,UrbanWear Dresses Premium,6,207.1,196.91,0.0,361,4.6,286,332,0.3,1.0,972.9,269.7
2025-09-01 00:00:00,P0047,StoryWorld Children Pro,2,49.46,46.15,0.0,448,4.7,366,346,0.58,2.01,75.96,22.95
2024-01-10 00:00:00,P0021,StyleHub Dresses Standard,5,121.29,104.16,0.0,143,4.8,48,459,0.22,1.01,448.1,158.35
2024-06-11 00:00:00,P0031,KitchenPro Decor Plus,2,158.87,150.59,23.09,401,4.3,138,321,0.62,1.99,294.18,23.56
2024-04-07 00:00:00,P0031,KitchenPro Decor Plus,4,210.7,196.18,0.0,401,4.3,138,308,0.65,2.0,588.36,254.45
26-02-2025,P0048,StoryWorld Comics Standard,4,17.64,15.29,0.0,118,4.3,296,165,0.61,1.01,54.08,16.49
2024-02-03 00:00:00,P0018,StyleHub T-Shirts Pro,2,258.28,234.84,8.32,490,3.9,352,381,0.26,0.99,436.4,80.15
23-07-2024,P0007,TechPro Headphones Plus,5,1446.8,1291.72,0.0,286,4.9,362,403,0.25,1.01,6189.05,1044.94
2024-10-06 00:00:00,P0001,TechPro Laptops Pro,1,1841.59,1680.21,0.0,396,3.6,226,101,1.98,2.0,1496.02,345.57
2024-08-08 00:00:00,P0020,StyleHub T-Shirts Pro,5,290.5,249.1,0.0,394,3.6,216,104,0.96,1.0,1022.6,429.9
2024-07-03 00:00:00,P0014,StyleHub Jackets Elite,6,264.82,225.62,0.0,499,3.9,133,330,0.3,0.99,1126.2,462.69
2024-05-05 00:00:00,P0018,StyleHub T-Shirts Pro,5,299.81,258.95,0.0,490,3.9,352,66,3.03,2.0,1091.0,408.07
13-04-2024,P0017,TrendSet Dresses Pro,2,372.06,351.06,0.0,223,3.8,122,248,0.81,2.01,543.78,200.34
31-05-2024,P0008,ElectroMax Smartwatches Plus,2,1797.97,1688.03,0.0,470,4.1,43,458,0.44,2.02,2770.0,825.93
20-04-2024,P0020,StyleHub T-Shirts Pro,2,268.91,261.52,8.73,394,3.6,216,83,2.41,2.0,409.04,128.77
2024-06-08 00:00:00,P0002,TechPro Laptops Premium,1,280.43,248.95,0.0,151,4.3,122,354,0.28,0.99,232.71,47.72
27-02-2025,P0009,DigiCorp Smartphones Standard,5,582.18,520.86,0.0,123,4.6,285,430,0.47,2.02,2323.1,587.78
2024-04-10 00:00:00,P0017,TrendSet Dresses Pro,2,373.63,328.55,0.0,223,3.8,122,254,1.18,3.0,543.78,203.47
24-07-2024,P0017,TrendSet Dresses Pro,5,304.07,273.03,22.99,223,3.8,122,112,1.79,2.0,1359.45,160.9
28-08-2024,P0006,TechPro Headphones Standard,1,1907.24,1843.68,14.43,375,4.1,117,75,1.33,1.0,1717.87,189.37
2024-09-05 00:00:00,P0031,KitchenPro Decor Plus,3,206.88,177.91,0.0,401,4.3,138,425,0.47,2.0,441.27,179.37
2024-12-07 00:00:00,P0021,StyleHub Dresses Standard,1,123.23,113.16,0.0,143,4.8,48,282,0.71,2.0,89.62,33.61
15-03-2024,P0037,ClassicPress Non-Fiction Plus,2,42.91,37.05,11.44,468,4.0,417,275,0.36,0.99,73.56,12.25
2024-07-11 00:00:00,P0017,TrendSet Dresses Pro,3,392.58,342.96,0.0,223,3.8,122,67,2.99,2.0,815.67,362.07
2025-12-02 00:00:00,P0001,TechPro Laptops Pro,2,1715.71,1463.72,0.0,396,3.6,226,302,0.33,1.0,2992.04,439.38
30-10-2024,P0021,StyleHub Dresses Standard,3,123.08,115.95,0.0,143,4.8,48,73,2.74,2.0,268.86,100.38
2024-01-03 00:00:00,P0013,UrbanWear Dresses Premium,4,224.44,197.99,0.0,361,4.6,286,120,2.5,3.0,648.6,249.16
2024-08-07 00:00:00,P0044,AcademiaBooks Textbooks Elite,2,38.39,36.56,0.0,288,3.8,252,464,0.22,1.02,49.42,27.36
24-02-2025,P0019,UrbanWear Shoes Premium,5,270.75,238.1,0.0,292,4.7,107,319,0.63,2.01,854.95,498.8
13-04-2024,P0003,DigiCorp Tablets Standard,5,1816.18,1760.12,0.0,224,4.9,182,79,3.8,3.0,8141.95,938.93
2024-07-05 00:00:00,P0016,ChicLine Jeans Premium,2,250.31,219.44,0.0,436,4.6,214,94,1.06,1.0,335.5,165.12
2024-05-05 00:00:00,P0003,DigiCorp Tablets Standard,2,1766.1,1715.82,0.0,224,4.9,182,248,0.4,0.99,3256.78,275.42
2024-07-07 00:00:00,P0041,ClassicPress Children Plus,4,69.28,61.16,0.0,236,4.5,179,354,0.56,1.98,185.56,91.58
2024-06-06 00:00:00,P0044,AcademiaBooks Textbooks Elite,5,37.6,36.67,0.0,288,3.8,252,104,1.92,2.0,123.55,64.45
21-01-2025,P0020,StyleHub T-Shirts Pro,3,276.17,247.38,0.0,394,3.6,216,285,0.35,1.0,613.56,214.96
16-04-2024,P0045,ClassicPress Non-Fiction Pro,3,43.84,37.5,0.0,469,4.5,125,115,0.87,1.0,89.61,41.9
23-05-2024,P0036,HomeEssence Storage Standard,2,148.67,140.01,0.0,460,4.7,146,108,4.63,5.0,203.98,93.35
16-07-2024,P0047,StoryWorld Children Pro,4,50.37,45.47,0.0,448,4.7,366,96,1.04,1.0,151.92,49.55
24-02-2025,P0012,TechPro Laptops Elite,3,1793.31,1550.38,0.0,107,4.2,498,235,1.7,4.0,4138.02,1241.92
30-11-2024,P0013,UrbanWear Dresses Premium,5,211.85,186.35,0.0,361,4.6,286,471,0.21,0.99,810.75,248.52
2024-01-04 00:00:00,P0030,HomeEssence Decor Pro,3,471.98,458.86,0.0,499,4.8,390,83,1.2,1.0,1016.73,399.22
14-12-2024,P0042,AcademiaBooks Comics Premium,4,71.28,62.77,0.0,208,4.1,161,449,0.45,2.02,225.76,59.36
2024-04-10 00:00:00,P0028,HomeEssence Bedding Pro,4,26.82,26.26,0.0,87,3.9,487,73,2.74,2.0,78.08,29.2
2024-03-11 00:00:00,P0046,ModernReads Non-Fiction Pro,4,16.0,13.88,0.0,283,4.4,377,427,0.7,2.99,46.84,17.17
30-06-2024,P0029,HomeEssence Bedding Premium,3,559.34,497.86,0.0,410,5.0,344,166,1.2,1.99,1324.35,353.68
2024-12-03 00:00:00,P0034,KitchenPro Storage Pro,2,46.65,41.62,0.0,233,4.5,191,229,0.44,1.01,70.58,22.72
2024-03-07 00:00:00,P0001,TechPro Laptops Pro,4,1847.56,1604.96,0.0,396,3.6,226,449,0.67,3.01,5984.08,1406.16
2024-11-08 00:00:00,P0027,ComfortLiving Decor Plus,4,601.43,580.03,0.0,185,4.5,244,245,0.41,1.0,1873.32,532.42
2024-11-03 00:00:00,P0005,TechPro Tablets Elite,5,1573.77,1372.21,0.0,345,3.6,126,287,0.7,2.01,5632.4,2236.43
22-06-2024,P0027,ComfortLiving Decor Plus,2,601.28,572.93,0.0,185,4.5,244,456,0.66,3.01,936.66,265.9
22-10-2024,P0028,HomeEssence Bedding Pro,1,26.46,25.9,0.0,87,3.9,487,259,0.77,1.99,19.52,6.94
22-06-2024,P0034,KitchenPro Storage Pro,5,44.73,39.96,0.0,233,4.5,191,241,1.66,4.0,176.45,47.22
14-08-2024,P0037,ClassicPress Non-Fiction Plus,5,45.3,42.94,0.0,468,4.0,417,125,0.8,1.0,183.9,42.59
14-07-2024,P0026,ModernSpace Appliances Premium,5,105.96,96.06,0.0,70,4.5,299,377,0.27,1.02,365.75,164.04
2024-12-08 00:00:00,P0035,ModernSpace Decor Plus,1,671.09,626.19,0.0,492,4.7,461,370,0.54,2.0,487.31,183.78
22-04-2024,P0003,DigiCorp Tablets Standard,3,1686.64,1568.71,7.58,224,4.9,182,88,1.14,1.0,4885.17,174.75
2024-02-11 00:00:00,P0024,TrendSet Jackets Premium,1,85.94,75.33,0.0,426,4.0,35,98,2.04,2.0,63.34,22.6
23-08-2024,P0022,StyleHub Shoes Pro,2,52.3,50.57,0.0,435,4.1,256,76,2.63,2.0,68.32,36.29
2024-03-10 00:00:00,P0006,TechPro Headphones Standard,2,2335.19,2215.59,0.0,375,4.1,117,305,1.31,4.0,3435.74,1234.64
2024-05-05 00:00:00,P0023,TrendSet Jeans Standard,3,380.72,345.26,0.0,185,4.2,226,282,0.35,0.99,818.04,324.13
25-01-2025,P0038,ModernReads Non-Fiction Pro,4,14.99,14.4,0.0,445,4.3,357,429,0.23,0.99,46.64,13.32
17-01-2025,P0009,DigiCorp Smartphones Standard,4,609.21,565.43,0.0,123,4.6,285,429,0.47,2.02,1858.48,578.37
2024-06-09 00:00:00,P0018,StyleHub T-Shirts Pro,4,289.02,256.35,0.0,490,3.9,352,285,1.05,2.99,872.8,283.3
2025-01-02 00:00:00,P0007,TechPro Headphones Plus,3,1503.91,1279.46,0.0,286,4.9,362,320,0.31,0.99,3713.43,798.31
28-08-2024,P0034,KitchenPro Storage Pro,5,44.91,39.83,0.0,233,4.5,191,155,1.29,2.0,176.45,48.12
20-11-2024,P0029,HomeEssence Bedding Premium,1,501.98,454.93,12.4,410,5.0,344,415,0.24,1.0,441.45,60.53
2025-11-02 00:00:00,P0029,HomeEssence Bedding Premium,5,589.0,540.18,0.0,410,5.0,344,84,1.19,1.0,2207.25,737.73
17-12-2024,P0002,TechPro Laptops Premium,2,273.36,265.0,0.0,151,4.3,122,186,1.08,2.01,465.42,81.31
2024-01-03 00:00:00,P0027,ComfortLiving Decor Plus,1,592.82,518.64,0.0,185,4.5,244,485,0.62,3.01,468.33,124.49
25-08-2024,P0016,ChicLine Jeans Premium,1,221.45,203.85,10.0,436,4.6,214,263,0.76,2.0,167.75,53.7
19-05-2024,P0019,UrbanWear Shoes Premium,3,271.48,232.86,0.0,292,4.7,107,273,1.1,3.0,512.97,301.47
2024-11-11 00:00:00,P0033,ModernSpace Storage Plus,3,361.82,319.32,0.0,329,4.4,85,485,0.21,1.02,861.12,224.35
31-05-2024,P0033,ModernSpace Storage Plus,4,311.31,267.26,16.83,329,4.4,85,133,0.75,1.0,1148.16,97.06
2024-04-05 00:00:00,P0025,ModernSpace Decor Premium,6,359.99,322.09,0.0,91,4.4,355,351,0.28,0.98,1553.28,606.64
