product_id,category,price,competitor_price,discount,units_sold,date,season,day_of_week,stock_available,marketing_spend,customer_rating
P035,Beauty,359.74,408.28,9.8,66,2024-07-23,Summer,Tuesday,484,138.58,4.0
P043,Clothing,1047.75,1022.63,0.4,42,2023-06-13,Summer,Tuesday,108,28.14,2.5
P034,Electronics,1867.92,1798.46,11.6,50,2025-02-04,Winter,Tuesday,413,424.1,2.8
P018,Electronics,2853.79,2796.75,9.4,19,2024-10-22,Fall,Tuesday,72,1084.2,5.0
P028,Sports,1455.37,1385.57,9.0,35,2024-07-09,Summer,Tuesday,295,55.94,3.1
P032,Clothing,622.13,589.5,9.1,63,2023-08-27,Summer,Sunday,180,312.55,4.0
P023,Beauty,536.23,446.53,7.2,53,2025-07-21,Summer,Monday,355,1552.16,4.7
P046,Electronics,1809.35,1859.9,9.6,31,2024-09-01,Fall,Sunday,483,71.85,2.9
P041,Sports,1344.98,1518.91,13.3,38,2025-03-04,Spring,Tuesday,172,736.23,3.3
P016,Home,1026.75,1084.8,16.8,27,2025-10-09,Fall,Thursday,233,312.66,3.8
P031,Sports,558.74,540.31,6.4,57,2023-04-06,Spring,Thursday,6,749.51,3.6
P041,Beauty,543.64,500.38,8.4,54,2024-09-08,Fall,Sunday,334,197.64,4.3
P011,Clothing,455.62,445.8,6.1,70,2023-04-05,Spring,Wednesday,404,1619.87,3.5
P009,Home,1630.31,1698.94,12.5,27,2023-10-27,Fall,Friday,349,486.86,3.5
P023,Sports,1190.54,1137.8,13.9,48,2023-07-02,Summer,Sunday,246,53.91,5.0
P010,Sports,283.34,286.73,4.3,47,2025-04-29,Spring,Tuesday,452,6.38,4.3
P003,Home,354.85,358.85,9.2,54,2024-08-25,Summer,Sunday,177,127.0,3.4
P009,Electronics,900.44,953.44,8.2,43,2024-03-04,Spring,Monday,244,116.48,3.4
P022,Clothing,776.98,808.82,21.1,60,2023-04-04,Spring,Tuesday,99,76.84,3.9
P016,Beauty,558.99,570.32,2.7,56,2025-08-17,Summer,Sunday,49,125.79,3.5
P039,Electronics,2621.12,2479.57,2.3,28,2025-02-25,Winter,Tuesday,468,128.17,3.5
P037,Sports,175.95,167.31,9.2,63,2024-05-03,Spring,Friday,158,1092.59,3.6
P009,Clothing,842.71,739.02,6.2,56,2025-02-07,Winter,Friday,259,79.86,4.4
P005,Beauty,664.22,709.86,10.4,42,2024-05-15,Spring,Wednesday,460,55.73,2.6
P038,Clothing,1103.91,1008.83,19.0,48,2025-08-20,Summer,Wednesday,335,157.35,4.4
P030,Home,905.96,1012.64,4.1,51,2025-08-21,Summer,Thursday,476,951.17,3.0
P044,Electronics,301.63,352.84,4.8,63,2025-01-26,Winter,Sunday,262,307.72,3.9
P024,Sports,1293.73,1364.82,4.8,46,2025-12-11,Winter,Thursday,38,1113.34,3.7
P002,Home,580.59,627.73,7.4,45,2024-06-26,Summer,Wednesday,281,269.58,4.3
P030,Electronics,2141.44,1864.96,3.5,34,2024-06-21,Summer,Friday,419,5.9,4.8
P044,Home,419.95,412.8,14.9,51,2024-03-22,Spring,Friday,191,344.08,3.4
P018,Sports,135.23,128.73,17.4,77,2023-05-06,Spring,Saturday,11,608.61,3.5
P023,Sports,1301.82,1372.58,6.1,48,2024-10-20,Fall,Sunday,33,698.16,3.9
P033,Electronics,1092.98,1136.06,0.7,34,2025-03-03,Spring,Monday,100,18.63,3.9
P022,Beauty,420.59,378.93,3.3,57,2025-01-23,Winter,Thursday,479,323.92,3.1
P033,Clothing,573.53,559.47,8.3,66,2025-11-19,Fall,Wednesday,470,2353.51,5.0
P048,Electronics,223.52,227.31,3.7,71,2025-06-22,Summer,Sunday,159,1309.97,4.4
P006,Beauty,703.6,682.47,5.9,61,2023-01-20,Winter,Friday,163,291.79,4.4
P017,Beauty,491.22,500.8,7.5,57,2025-06-20,Summer,Friday,380,642.79,2.7
P019,Electronics,1287.74,1170.89,8.0,40,2024-07-15,Summer,Monday,387,177.58,4.4
P049,Sports,483.55,525.16,15.2,75,2025-06-15,Summer,Sunday,423,511.45,5.0
P001,Sports,204.21,183.32,2.9,65,2024-02-15,Winter,Thursday,349,594.53,3.6
P050,Electronics,1246.22,1184.64,4.2,47,2024-10-30,Fall,Wednesday,425,837.29,4.8
P044,Home,1785.84,1909.18,5.8,28,2024-10-20,Fall,Sunday,344,1528.32,2.6
P036,Sports,1246.84,1220.96,5.5,31,2023-04-26,Spring,Wednesday,143,32.13,4.6
P014,Electronics,2232.3,1987.97,13.4,35,2024-01-17,Winter,Wednesday,486,406.92,3.4
P023,Clothing,344.7,316.74,17.9,67,2024-06-20,Summer,Thursday,390,360.96,3.5
P025,Home,253.92,275.33,1.2,56,2024-02-03,Winter,Saturday,357,577.54,4.1
P029,Clothing,578.34,571.89,11.1,69,2025-07-17,Summer,Thursday,354,1010.82,3.1
P024,Sports,509.27,477.66,11.3,49,2025-09-18,Fall,Thursday,319,478.05,4.1
P020,Sports,1245.43,975.04,0.8,23,2025-03-12,Spring,Wednesday,105,273.61,3.4
P014,Electronics,2400.02,2217.82,4.5,20,2024-09-18,Fall,Wednesday,334,177.38,4.6
P031,Sports,1501.74,1362.61,3.6,35,2025-08-31,Summer,Sunday,87,304.1,2.8
P025,Electronics,705.57,631.77,3.0,49,2025-07-18,Summer,Friday,128,242.72,5.0
P025,Beauty,56.91,61.69,2.4,79,2025-07-19,Summer,Saturday,459,412.18,4.4
P050,Home,301.49,314.32,1.7,53,2024-06-08,Summer,Saturday,123,139.51,4.0
P035,Home,415.71,375.72,12.4,50,2025-04-21,Spring,Monday,332,764.07,4.8
P018,Home,585.92,565.14,6.1,27,2023-05-10,Spring,Wednesday,404,114.12,3.9
P026,Sports,817.48,867.39,4.0,67,2025-05-25,Spring,Sunday,304,1774.65,4.8
P024,Electronics,1646.35,1717.87,7.5,41,2023-05-18,Spring,Thursday,489,168.53,3.0
P001,Beauty,460.57,414.21,13.2,63,2023-07-25,Summer,Tuesday,340,655.25,4.4
P047,Beauty,768.33,710.78,4.5,61,2024-02-17,Winter,Saturday,121,699.76,4.8
P050,Beauty,408.72,412.7,6.7,70,2023-10-14,Fall,Saturday,494,2709.64,3.5
P004,Sports,1341.45,1380.99,12.5,56,2024-03-16,Spring,Saturday,17,1815.75,3.8
P018,Home,771.36,770.42,3.6,29,2024-11-18,Fall,Monday,340,1353.72,4.0
P006,Clothing,703.74,697.7,11.2,79,2023-01-21,Winter,Saturday,315,632.53,3.3
P001,Beauty,617.81,614.36,7.2,54,2025-06-11,Summer,Wednesday,225,514.13,3.9
P029,Beauty,793.06,800.34,17.3,56,2025-07-19,Summer,Saturday,213,87.99,3.8
P007,Home,238.48,239.55,6.2,56,2025-02-09,Winter,Sunday,198,364.65,2.3
P020,Clothing,703.14,740.09,15.5,88,2024-02-25,Winter,Sunday,415,908.35,4.6
P016,Clothing,542.47,578.7,4.0,51,2023-05-29,Spring,Monday,161,178.02,3.5
P039,Electronics,1566.79,1575.82,15.7,46,2024-05-03,Spring,Friday,281,147.64,4.8
P025,Home,1886.33,1951.23,7.7,26,2023-03-22,Spring,Wednesday,354,862.39,5.0
P010,Clothing,1283.58,1321.09,2.1,56,2024-08-04,Summer,Sunday,376,122.29,4.2
P010,Clothing,1366.31,1399.99,8.6,55,2024-01-23,Winter,Tuesday,319,1021.77,3.5
P004,Beauty,569.16,594.97,18.2,67,2023-02-06,Winter,Monday,411,1376.18,3.3
P004,Sports,268.7,214.75,12.7,71,2023-02-25,Winter,Saturday,463,528.54,4.9
P045,Home,1053.46,1097.9,0.8,28,2025-03-20,Spring,Thursday,382,519.51,4.2
P013,Clothing,749.62,730.96,12.5,73,2024-02-25,Winter,Sunday,208,22.95,5.0
P049,Beauty,600.17,606.01,5.2,52,2024-07-29,Summer,Monday,388,878.77,3.0
P044,Clothing,806.36,717.91,5.4,55,2024-07-26,Summer,Friday,219,378.46,3.8
P028,Electronics,2490.24,2578.57,3.7,45,2025-12-19,Winter,Friday,477,523.38,4.7
P003,Electronics,2634.62,2705.21,5.4,56,2024-08-10,Summer,Saturday,335,1449.25,4.3
P033,Electronics,1580.04,1393.53,4.5,33,2025-03-28,Spring,Friday,173,1170.68,2.5
P015,Electronics,2004.62,1865.64,15.2,50,2025-03-02,Spring,Sunday,252,940.17,4.3
P022,Home,1251.48,1271.76,9.0,49,2023-12-11,Winter,Monday,408,385.46,3.6
P038,Clothing,499.56,528.38,6.4,68,2024-08-31,Summer,Saturday,296,375.44,3.7
P039,Clothing,1051.18,871.28,2.6,51,2023-01-17,Winter,Tuesday,294,314.47,3.5
P036,Home,239.43,237.6,2.3,34,2023-11-03,Fall,Friday,203,596.58,3.0
P043,Electronics,1551.96,1780.84,4.2,56,2025-12-05,Winter,Friday,295,1161.93,4.8
P001,Home,1093.88,978.59,2.8,31,2024-11-10,Fall,Sunday,139,479.21,3.2
P015,Clothing,919.44,945.26,18.0,71,2024-11-16,Fall,Saturday,36,475.33,4.6
P023,Beauty,259.86,278.86,11.6,68,2024-12-09,Winter,Monday,190,236.41,3.2
P042,Sports,843.66,810.32,2.8,45,2024-03-15,Spring,Friday,61,358.53,3.2
P002,Home,1487.55,1380.97,9.6,31,2024-06-20,Summer,Thursday,494,615.1,2.8
P021,Electronics,1290.86,1271.22,6.2,36,2023-08-03,Summer,Thursday,28,40.25,3.5
P015,Sports,658.75,611.83,6.9,41,2025-08-28,Summer,Thursday,304,3.51,3.3
P004,Clothing,1221.02,1318.17,8.0,40,2023-08-25,Summer,Friday,400,358.27,3.2
P028,Electronics,209.5,216.94,5.0,47,2024-11-06,Fall,Wednesday,234,262.84,3.2
P050,Sports,326.44,329.54,4.1,50,2025-04-15,Spring,Tuesday,465,277.1,2.7
P009,Beauty,384.84,405.29,10.5,70,2023-03-10,Spring,Friday,297,1346.06,4.6
P008,Sports,601.61,579.43,10.8,42,2024-09-26,Fall,Thursday,445,229.72,2.5
P023,Home,1860.04,1745.9,25.1,40,2023-02-14,Winter,Tuesday,279,1091.12,3.5
P049,Clothing,674.38,728.26,4.7,58,2024-09-29,Fall,Sunday,449,804.58,3.7
P015,Sports,1115.41,1068.9,12.9,47,2024-12-26,Winter,Thursday,73,146.45,4.0
P018,Beauty,759.8,797.54,5.0,57,2024-04-06,Spring,Saturday,165,566.52,3.9
P025,Sports,1405.73,1349.38,3.3,35,2023-06-22,Summer,Thursday,44,376.32,3.9
P024,Beauty,133.22,120.04,1.0,82,2024-12-31,Winter,Tuesday,348,753.55,4.2
P016,Beauty,396.62,407.26,6.4,76,2023-01-07,Winter,Saturday,392,48.34,4.3
P032,Clothing,1077.23,1018.24,5.5,52,2024-12-17,Winter,Tuesday,268,155.28,2.3
P014,Sports,134.56,147.21,5.7,48,2024-06-27,Summer,Thursday,97,36.32,3.3
P021,Beauty,672.88,703.17,13.0,58,2024-03-01,Spring,Friday,440,331.76,4.9
P021,Clothing,1070.42,1101.0,6.2,74,2023-01-07,Winter,Saturday,234,1500.29,3.5
P013,Sports,1048.33,920.64,11.9,39,2023-11-29,Fall,Wednesday,157,906.02,4.9
P041,Sports,1327.73,1285.93,2.6,46,2023-07-31,Summer,Monday,462,1332.33,3.9
P020,Home,1343.26,1492.49,15.4,39,2024-03-03,Spring,Sunday,373,141.38,4.5
P027,Clothing,357.97,403.64,8.8,75,2023-03-14,Spring,Tuesday,83,478.6,3.0
P021,Electronics,1530.21,1391.54,4.3,26,2025-10-09,Fall,Thursday,194,133.61,3.8
P046,Beauty,701.38,701.63,12.4,37,2023-04-06,Spring,Thursday,267,37.69,2.6
P007,Sports,1666.5,1683.87,9.8,37,2023-10-22,Fall,Sunday,323,1096.71,3.4
P023,Sports,598.8,535.59,24.6,54,2025-09-18,Fall,Thursday,121,111.66,5.0
P041,Clothing,1379.44,1218.98,5.5,30,2025-03-10,Spring,Monday,400,8.16,2.4
P031,Sports,122.22,105.95,1.8,58,2025-05-19,Spring,Monday,337,930.71,3.8
P002,Beauty,770.97,803.75,7.1,56,2024-09-24,Fall,Tuesday,24,1051.29,4.6
P009,Clothing,644.82,605.37,12.4,52,2025-11-07,Fall,Friday,319,0.1,4.1
P016,Sports,224.84,220.65,1.5,46,2023-11-19,Fall,Sunday,48,204.9,3.3
P015,Sports,295.28,280.01,7.8,63,2025-06-04,Summer,Wednesday,374,540.63,4.2
P020,Home,1951.9,2100.13,4.8,7,2023-11-22,Fall,Wednesday,177,311.97,4.0
P029,Beauty,759.56,826.89,6.0,44,2024-11-06,Fall,Wednesday,332,323.01,4.1
P035,Clothing,1357.75,1157.79,9.9,45,2024-11-12,Fall,Tuesday,101,243.85,4.2
P009,Clothing,598.54,569.87,5.2,60,2024-07-21,Summer,Sunday,238,477.8,3.0
P041,Electronics,1522.19,1485.14,5.8,38,2024-10-07,Fall,Monday,436,691.73,4.7
P029,Sports,108.87,117.52,13.2,90,2024-06-15,Summer,Saturday,279,1326.76,3.9
P029,Home,686.87,703.53,19.9,51,2024-10-05,Fall,Saturday,436,22.82,2.9
P048,Beauty,634.82,601.93,5.8,44,2024-09-21,Fall,Saturday,264,18.82,2.7
P037,Home,1900.66,1851.06,4.2,32,2024-08-03,Summer,Saturday,482,610.63,4.2
P042,Home,991.55,1003.87,10.7,46,2024-10-20,Fall,Sunday,352,498.46,3.3
P018,Sports,1549.13,1778.87,11.0,59,2024-01-30,Winter,Tuesday,135,1252.15,5.0
P024,Clothing,1154.54,1094.45,1.4,50,2024-02-13,Winter,Tuesday,82,799.62,3.4
P003,Beauty,785.87,755.39,8.2,59,2025-08-03,Summer,Sunday,265,501.79,3.5
P048,Home,983.19,1011.1,6.5,32,2024-06-17,Summer,Monday,73,375.47,4.3
P019,Electronics,2550.83,2240.82,14.1,39,2024-07-06,Summer,Saturday,165,241.57,4.0
P028,Home,922.89,998.39,12.3,45,2025-06-25,Summer,Wednesday,213,790.75,4.9
P018,Electronics,367.3,350.22,15.7,68,2023-01-22,Winter,Sunday,280,132.5,5.0
P043,Beauty,562.02,603.11,5.6,57,2025-05-12,Spring,Monday,269,1412.77,3.4
P009,Beauty,593.47,621.42,2.4,53,2025-03-23,Spring,Sunday,42,527.83,3.3
P023,Home,1869.56,1902.02,8.0,15,2023-09-30,Fall,Saturday,468,227.43,2.8
P030,Home,949.34,1030.47,12.7,63,2023-02-25,Winter,Saturday,187,59.71,4.3
P023,Clothing,622.58,586.39,7.9,52,2025-05-21,Spring,Wednesday,113,41.92,2.9
P020,Sports,212.56,216.66,9.4,67,2024-06-12,Summer,Wednesday,139,128.38,3.2
P017,Clothing,364.97,345.79,5.7,69,2023-08-16,Summer,Wednesday,319,604.33,3.0
P044,Sports,474.5,503.67,7.2,71,2025-08-10,Summer,Sunday,274,1052.85,3.3
P044,Beauty,88.9,83.3,9.6,67,2025-03-11,Spring,Tuesday,214,786.23,3.1
P041,Home,820.07,794.22,14.0,51,2023-08-30,Summer,Wednesday,435,1168.96,5.0
P016,Home,1205.52,1230.78,11.9,44,2025-01-28,Winter,Tuesday,370,935.69,3.6
P041,Sports,1747.61,1735.94,5.0,29,2023-09-28,Fall,Thursday,278,273.43,4.2
P034,Beauty,282.72,316.34,1.8,62,2024-09-16,Fall,Monday,282,319.74,4.0
P042,Clothing,1350.06,1192.9,7.7,39,2025-10-04,Fall,Saturday,366,977.68,3.4
P041,Electronics,1028.18,914.82,13.4,32,2023-10-19,Fall,Thursday,430,206.7,3.8
P017,Home,1733.63,1677.02,10.9,14,2023-09-29,Fall,Friday,363,86.4,4.6
P050,Beauty,396.95,421.36,14.1,74,2024-06-01,Summer,Saturday,359,510.86,3.4
P035,Home,1246.77,1058.55,10.6,42,2025-12-07,Winter,Sunday,105,148.97,4.2
P004,Beauty,131.51,129.42,12.5,77,2025-11-08,Fall,Saturday,207,971.09,4.6
P033,Sports,1631.06,1545.24,2.0,38,2023-01-23,Winter,Monday,129,195.65,3.6
P025,Home,1754.69,1816.47,2.6,31,2025-06-22,Summer,Sunday,474,61.68,3.2
P049,Electronics,2246.17,2380.94,2.5,30,2024-05-07,Spring,Tuesday,282,55.98,3.3
P028,Electronics,2105.02,2209.26,2.7,31,2023-10-28,Fall,Saturday,75,355.74,4.4
P043,Clothing,1027.37,940.25,9.7,64,2023-05-06,Spring,Saturday,277,1354.67,4.9
P023,Electronics,570.37,619.85,7.9,59,2025-11-22,Fall,Saturday,215,395.25,3.1
P023,Beauty,359.24,381.85,11.7,70,2025-07-04,Summer,Friday,284,49.8,4.6
P029,Home,456.98,459.52,14.2,48,2024-10-04,Fall,Friday,41,342.97,4.5
P024,Electronics,1626.52,1942.68,9.5,53,2024-11-09,Fall,Saturday,310,411.52,2.6
P020,Sports,299.93,325.15,3.1,62,2023-03-18,Spring,Saturday,139,207.49,3.7
P038,Beauty,432.18,470.29,10.8,45,2024-03-04,Spring,Monday,170,89.05,2.6
P029,Sports,115.14,104.62,10.8,71,2024-03-10,Spring,Sunday,400,299.58,3.2
P004,Home,379.32,434.75,4.6,50,2025-10-23,Fall,Thursday,13,460.08,5.0
P014,Clothing,520.39,486.38,8.7,47,2025-06-20,Summer,Friday,162,64.56,3.3
P015,Clothing,107.65,103.09,9.2,66,2025-10-22,Fall,Wednesday,27,278.64,4.3
P049,Clothing,272.88,289.61,5.5,74,2023-02-04,Winter,Saturday,278,268.11,3.3
P049,Home,1527.41,1614.45,2.8,38,2025-01-26,Winter,Sunday,417,164.91,3.8
P028,Home,1858.29,1733.58,0.8,28,2024-02-23,Winter,Friday,227,1368.9,3.5
P002,Home,965.41,983.14,6.3,49,2023-01-19,Winter,Thursday,446,1586.88,3.6
P028,Home,1445.08,1435.82,2.5,27,2024-11-07,Fall,Thursday,152,1118.16,3.6
P045,Clothing,1244.97,1169.91,9.3,48,2024-04-02,Spring,Tuesday,218,617.19,4.5
P031,Sports,142.68,150.61,2.3,55,2023-04-21,Spring,Friday,491,182.53,3.5
P041,Home,613.35,550.69,9.3,41,2024-02-21,Winter,Wednesday,158,287.93,3.2
P018,Beauty,328.41,290.43,19.6,53,2023-09-15,Fall,Friday,52,268.1,4.1
P019,Clothing,1484.73,1495.56,6.0,32,2024-09-10,Fall,Tuesday,135,444.96,3.3
P016,Beauty,725.03,712.76,7.2,44,2025-12-15,Winter,Monday,48,58.78,4.4
P032,Clothing,696.2,667.12,8.5,60,2023-04-27,Spring,Thursday,108,1288.82,3.1
P027,Home,983.89,1020.89,14.7,44,2023-03-02,Spring,Thursday,364,284.93,3.9
P018,Sports,1343.86,1196.35,1.9,24,2023-10-29,Fall,Sunday,301,45.83,4.0
P035,Beauty,682.79,795.17,7.3,53,2024-08-03,Summer,Saturday,356,36.33,3.6
P036,Clothing,1049.38,1062.43,10.9,45,2023-08-30,Summer,Wednesday,138,59.82,5.0
P023,Home,1199.75,1265.25,4.7,46,2023-02-04,Winter,Saturday,74,297.93,3.9
P007,Electronics,2029.2,2032.06,11.6,46,2024-01-02,Winter,Tuesday,309,194.27,3.7
P047,Home,1905.29,1914.79,8.9,34,2024-01-04,Winter,Thursday,283,443.55,2.5
P003,Electronics,2508.08,2690.0,11.6,46,2025-07-26,Summer,Saturday,440,51.92,3.6
P050,Electronics,1857.48,1746.04,2.7,29,2024-10-15,Fall,Tuesday,250,400.56,4.3
P044,Clothing,283.68,303.74,5.6,61,2025-06-09,Summer,Monday,46,436.33,4.5
P023,Beauty,103.66,100.52,9.7,83,2024-07-26,Summer,Friday,189,1.76,4.0
P027,Beauty,202.47,203.11,16.0,87,2024-12-10,Winter,Tuesday,355,969.68,3.9
P016,Electronics,1231.1,1232.43,18.5,51,2024-05-20,Spring,Monday,446,138.34,4.4
P005,Electronics,956.42,994.89,2.2,66,2024-07-20,Summer,Saturday,179,2107.43,4.2
P016,Clothing,1178.38,1292.21,1.1,49,2024-11-06,Fall,Wednesday,474,738.31,4.0
P009,Beauty,777.87,724.69,7.9,44,2023-08-22,Summer,Tuesday,462,90.83,2.9
P017,Home,181.0,177.19,15.0,62,2023-02-15,Winter,Wednesday,39,247.86,4.0
P032,Clothing,1451.49,1556.73,1.6,29,2025-09-11,Fall,Thursday,479,242.06,4.3
P011,Beauty,664.16,676.37,5.7,65,2025-12-16,Winter,Tuesday,26,832.24,4.3
P048,Electronics,2658.04,2524.23,5.7,24,2024-03-12,Spring,Tuesday,192,320.47,4.9
P044,Clothing,430.14,433.84,5.3,71,2024-05-19,Spring,Sunday,435,760.76,4.9
P022,Beauty,342.15,363.7,15.3,82,2023-02-03,Winter,Friday,356,1315.18,4.7
P019,Beauty,656.57,640.08,7.8,74,2023-02-19,Winter,Sunday,24,588.44,4.3
P002,Sports,1131.9,1108.89,11.9,47,2023-02-14,Winter,Tuesday,266,351.55,3.6
P025,Home,1957.41,1847.49,11.9,27,2023-01-30,Winter,Monday,102,61.04,3.4
P022,Home,1902.49,1920.25,10.0,18,2025-02-07,Winter,Friday,283,117.35,3.6
P048,Home,1177.47,1133.86,4.5,32,2023-03-28,Spring,Tuesday,454,111.06,4.2
P038,Clothing,307.91,247.63,9.1,50,2023-05-23,Spring,Tuesday,446,25.36,3.3
P022,Home,1648.18,1495.63,10.1,12,2023-08-25,Summer,Friday,475,154.21,3.6
P017,Beauty,108.81,123.17,4.1,73,2025-03-19,Spring,Wednesday,49,72.26,3.3
P043,Beauty,557.42,511.9,10.6,59,2024-07-19,Summer,Friday,461,63.87,4.3
P034,Beauty,712.01,672.48,5.9,66,2024-01-07,Winter,Sunday,395,613.52,3.8
P045,Clothing,435.06,369.74,6.4,64,2024-06-09,Summer,Sunday,296,122.62,4.7
P014,Home,830.0,730.61,2.5,35,2025-10-22,Fall,Wednesday,491,255.06,4.1
P010,Clothing,564.35,577.54,7.9,66,2025-04-20,Spring,Sunday,358,459.53,4.0
P039,Home,1331.37,1365.92,6.2,45,2023-12-07,Winter,Thursday,326,1962.5,3.6
P027,Electronics,2508.4,2401.04,11.7,38,2025-02-02,Winter,Sunday,399,104.33,3.9
P044,Clothing,451.53,467.36,0.4,60,2023-10-30,Fall,Monday,374,426.93,3.8
P045,Beauty,293.99,319.63,1.2,65,2024-10-05,Fall,Saturday,417,201.89,4.2
P043,Beauty,235.62,266.47,9.5,81,2023-06-01,Summer,Thursday,81,1119.83,4.2
P011,Clothing,928.04,863.71,10.4,59,2024-02-08,Winter,Thursday,452,270.54,4.1
P004,Clothing,1220.18,1139.92,18.6,48,2025-03-19,Spring,Wednesday,490,216.72,4.3
P049,Sports,1075.1,1112.24,4.9,38,2024-06-11,Summer,Tuesday,63,419.43,4.3
P037,Home,780.54,703.18,8.3,48,2024-08-04,Summer,Sunday,64,1065.41,2.9
P049,Clothing,570.48,548.65,18.0,68,2025-12-10,Winter,Wednesday,475,206.48,3.5
P032,Clothing,1106.74,1092.45,3.5,48,2023-09-22,Fall,Friday,33,293.37,5.0
P007,Clothing,148.3,142.5,8.3,66,2023-09-10,Fall,Sunday,491,152.82,3.4
P030,Electronics,2635.47,2658.51,2.7,21,2024-06-17,Summer,Monday,303,239.23,3.1
P011,Beauty,756.77,829.61,5.2,40,2023-07-18,Summer,Tuesday,460,315.27,3.8
P039,Home,465.41,493.0,9.7,40,2024-08-22,Summer,Thursday,17,322.85,3.5
P001,Home,1088.42,1162.02,8.5,37,2024-02-12,Winter,Monday,415,2154.66,3.1
P030,Home,1023.75,937.63,20.5,43,2025-01-02,Winter,Thursday,228,113.21,3.6
P023,Clothing,232.67,228.47,12.9,65,2024-10-05,Fall,Saturday,252,190.73,4.5
P036,Sports,643.5,604.51,3.5,49,2025-10-25,Fall,Saturday,330,607.81,5.0
P040,Electronics,2989.35,3228.37,0.7,18,2025-06-05,Summer,Thursday,338,49.54,2.5
P045,Electronics,1738.46,1546.21,4.6,33,2025-06-11,Summer,Wednesday,147,966.34,3.5
P039,Sports,1484.11,1303.71,13.8,52,2024-06-29,Summer,Saturday,268,1183.2,3.8
P022,Electronics,1566.52,1617.49,3.3,44,2025-02-19,Winter,Wednesday,324,861.13,3.3
P032,Sports,464.66,541.82,10.2,65,2025-07-05,Summer,Saturday,63,5.11,3.4
P043,Home,980.11,993.59,6.6,38,2025-03-27,Spring,Thursday,221,698.31,5.0
P028,Electronics,419.31,447.26,6.4,50,2023-05-31,Spring,Wednesday,41,881.51,5.0
P034,Home,1519.5,1200.91,5.0,27,2023-08-12,Summer,Saturday,57,174.45,4.1
P019,Clothing,1427.1,1724.15,3.6,36,2023-11-19,Fall,Sunday,14,221.66,3.9
P018,Clothing,911.16,831.94,6.1,46,2023-09-28,Fall,Thursday,333,257.16,3.7
P036,Sports,1648.66,1534.71,10.5,34,2025-07-03,Summer,Thursday,17,220.77,4.1
P040,Sports,1527.9,1419.49,4.9,30,2025-07-22,Summer,Tuesday,155,87.34,3.8
P023,Sports,1253.29,1253.86,3.6,38,2023-05-31,Spring,Wednesday,329,902.34,3.9
P040,Sports,1443.4,1550.3,2.8,26,2023-05-15,Spring,Monday,382,1745.7,2.2
P006,Home,593.41,530.15,1.1,44,2023-04-12,Spring,Wednesday,408,481.29,4.1
P028,Sports,835.09,835.33,18.5,44,2023-10-25,Fall,Wednesday,480,633.23,4.0
P023,Beauty,252.26,221.49,6.0,65,2025-12-23,Winter,Tuesday,158,61.52,3.7
P018,Electronics,2992.43,3238.31,8.0,33,2025-07-09,Summer,Wednesday,200,1064.92,4.1
P032,Home,1504.02,1432.01,14.1,27,2023-09-05,Fall,Tuesday,323,952.3,4.0
P028,Home,1582.22,1689.81,3.8,26,2023-09-02,Fall,Saturday,283,65.11,3.9
P050,Electronics,989.41,932.69,12.8,50,2025-10-01,Fall,Wednesday,103,717.01,3.1
P009,Home,1083.99,1177.16,18.0,36,2023-06-26,Summer,Monday,303,307.41,2.9
P043,Clothing,525.91,553.37,8.7,59,2025-05-27,Spring,Tuesday,138,296.7,4.9
P016,Clothing,1280.42,1320.29,5.6,31,2024-10-10,Fall,Thursday,337,210.57,3.1
P033,Clothing,294.39,296.12,6.6,80,2025-01-29,Winter,Wednesday,20,1341.55,3.9
P013,Sports,1253.01,1271.64,3.2,36,2024-04-17,Spring,Wednesday,230,547.5,4.6
P026,Beauty,639.45,669.34,5.0,47,2025-10-28,Fall,Tuesday,223,384.35,3.9
P013,Clothing,326.09,322.54,16.4,83,2025-06-15,Summer,Sunday,390,224.36,3.9
P009,Sports,1221.88,1363.51,16.0,63,2025-06-28,Summer,Saturday,470,1203.44,3.9
P007,Home,1564.24,1458.18,9.4,13,2023-05-16,Spring,Tuesday,79,465.34,3.3
P045,Electronics,2813.75,2727.11,7.9,21,2023-05-04,Spring,Thursday,126,371.46,4.4
P015,Beauty,131.92,131.37,13.4,83,2023-02-18,Winter,Saturday,172,178.75,3.0
P022,Clothing,526.71,588.42,1.1,64,2023-12-10,Winter,Sunday,328,92.4,3.7
P038,Beauty,746.69,710.51,5.9,46,2025-08-15,Summer,Friday,231,96.56,3.9
P026,Home,1474.82,1565.71,13.0,42,2023-12-01,Winter,Friday,467,1177.54,3.3
P016,Beauty,300.57,287.08,4.5,74,2023-07-01,Summer,Saturday,212,588.97,2.7
P027,Electronics,1658.88,1538.51,9.9,55,2024-09-14,Fall,Saturday,230,1126.28,3.7
P005,Home,1814.71,1783.64,9.6,22,2024-04-29,Spring,Monday,150,239.09,2.8
P037,Home,327.08,344.41,4.5,56,2024-06-23,Summer,Sunday,217,1066.42,2.5
P026,Clothing,221.41,217.86,12.4,67,2025-06-17,Summer,Tuesday,429,158.15,3.5
P039,Beauty,444.45,507.82,14.3,66,2023-08-10,Summer,Thursday,148,78.83,3.7
P045,Electronics,1581.94,1395.11,2.2,36,2024-07-23,Summer,Tuesday,447,483.91,3.9
P034,Beauty,203.56,237.35,16.7,83,2025-07-01,Summer,Tuesday,73,806.86,4.5
